Fertilizer,temp,N,P,K,yeild
57.93642203910243,38.93207628432685,68.06219860351582,19.05747893804789,16.109612217613677,7.438887583201475
60.14991911076099,38.74413057658708,60.04429317692257,18.088283932562724,15.038410288074097,5.514813540933512
54.86549674948149,38.05358486250119,67.93493179449999,19.902229823595235,15.876947880984948,7.074271886621225
54.82059169582635,37.94382974742652,60.97383815938249,19.979699291362824,18.052877717420756,6.845862149800926
78.86344545377862,26.837470945176083,77.16480474001085,22.992252537541543,20.12269667909695,10.466808051893278
59.891711853628586,37.01127508857439,62.841560982115965,20.06703908281901,18.10551575774977,6.984177495922609
76.95898195626185,28.038492078225197,76.01118854949343,21.94226826310373,18.9301274426003,10.035338536113754
51.96316703084391,37.969725825402335,64.05511003838507,18.99989743261392,14.905461147017611,6.497941864366266
72.05848712810308,29.048181845024704,73.17276838903031,20.97833618324776,19.045839696861027,9.802003572656387
50.07750591550534,36.92275423188432,64.97153017144772,18.13237059574716,19.116588380826258,8.902802398180484
69.99415605170785,38.799680422672935,70.05902132218496,19.934559338422957,15.980244652395111,6.620505828365784
55.08160328211577,37.77909439954677,65.15012145666815,18.94565803698038,16.959691016253885,8.065432284401918
72.09820492657815,28.97194103774754,72.9198575949149,20.92206137434753,19.1094963371079,10.02560519296584
77.96526344020921,26.99310147989014,77.97377053242768,23.03648972125171,19.00302803949817,11.98107258451872
78.79170823844119,26.94061135379128,76.7031895230805,22.765697667056124,20.034987461632177,10.587145862680718
65.02851624883775,35.881171093585614,68.00190213386985,20.99390264840202,16.04334146224893,7.054628500292686
59.94017007520616,38.986435911948746,60.214286705251865,17.935138160976326,15.079205939131208,5.365209423738623
79.03304251970839,27.000837816891664,77.210134951125,22.87653740986332,20.034480930225023,10.522460668092467
60.02097396613702,38.076175586962016,65.01486632311705,20.06125182989059,16.038202370021207,8.375673319864845
58.00195646627275,37.12824532995001,60.985881387382285,20.881556899650967,18.124001011373547,7.483570932529275
55.09908911050852,36.05469581493828,59.953108187088354,20.851961456964407,15.781279135184064,6.958057330268876
59.98112956491963,37.9527011378762,64.97469136266506,20.001731607911506,15.86898183242726,8.454030511447504
76.01419190218108,25.99082755637447,75.12687903471094,23.93484039800483,19.10092970049257,10.92927763071848
59.99812854047852,38.94209936403134,59.91120017687838,18.06903339630705,14.889558564103227,5.580262552533451
60.09319892737473,39.127308709926645,65.08092570942819,18.982152478342154,16.89521063837947,6.436681516218791
65.03409395666517,36.76976412046336,66.86606374223193,18.03812291991449,14.959358415532098,6.9752386602554495
65.22069311458661,37.94942812597221,60.05785304855508,19.987855991056257,16.045428334732048,8.06793309054565
65.01285715844364,38.97728175009154,64.90581072410707,21.025410437712388,18.97360422873274,7.333832865482488
59.91764477147952,39.00606520679922,59.92283862881805,18.078862131618624,14.978285278331686,6.020278020427289
50.05323868677895,36.91723659245275,59.03081229636941,18.859515820143137,15.093822540260216,6.081526954625523
78.97943604503816,26.92906038673719,76.7915979436992,23.09879042994221,20.113793158774914,10.42773208838388
65.17538426896608,39.07264051935363,65.004136756697,19.062825369549035,15.885479114164394,6.015286316560937
79.03756081587662,28.023205310072747,76.69746288739577,22.940030798913767,20.99948091959244,10.386266181912914
59.11533369543115,40.0505204127737,66.90907799340849,17.946477502537093,16.061148179714156,7.450436938902304
79.82850065740932,28.144586391978237,79.96461220675481,23.97877851158041,20.08131525512072,11.932183459967192
79.89342989251712,28.166756601556507,79.94140745794952,24.0755414292337,19.87207296764629,12.010751787350411
54.9048609092814,37.87783056525726,65.03712184152376,19.00839696060437,17.08122309280739,6.950576927073185
59.919163049539335,39.042783645798174,70.11280838219511,19.990147633718337,16.91426972732171,7.906875950645877
57.957589626551645,37.00026313330992,65.96741959133657,22.27903342434628,17.8684387270124,7.899775955647135
54.9051226662827,36.014279541394984,64.9677172738304,19.1025717765062,15.022464507675718,7.183030228345671
64.82169691004528,39.039584303039454,64.63644638077955,20.909171765983988,18.90979897811873,7.662933788703893
60.18675476462742,38.92021139214904,59.81761493701028,18.103568192716125,15.388418717319222,5.150745497368195
50.30207801568538,37.07680380664327,59.98251849148557,18.05260045689423,15.10701628622508,5.953625644785383
60.04415172467832,39.17255900074318,60.02283051264929,17.97933368183621,15.000568008344896,5.42708473783688
77.98591770006443,27.808318268872657,74.75525861193657,22.98295891442148,22.02375828100101,10.86408876675262
59.96283592549849,38.019916279500976,65.12644045818705,20.010865738178616,15.99600298282208,8.435168212526717
75.03552338090651,26.880744864393236,75.99711807781193,21.07771058461489,18.99003445176532,11.118839353445995
60.11755379417529,38.99542977140827,59.96935230696772,18.134139464070373,15.04290517512916,5.59167277033415
76.10579548793274,28.19113553765149,77.14772527146516,22.014300412621733,19.95323483567816,9.017027046669025
59.764517461276405,39.00732561247855,59.92367969722123,17.768698588420303,15.144890729544429,5.491860919551575
69.92232879557781,33.98743856466011,73.96152238324272,22.10101907595625,15.851133927792208,10.116542188713298
80.08875441554183,25.99685488210097,80.03122901922663,23.955746597471904,19.988877758336137,12.029527818494492
79.01232798047194,26.994853409923028,77.10030122161831,22.999548427419263,19.958815639257484,10.472761213342688
50.12208164710766,37.06014384367342,64.92721917305005,17.93319845334101,19.084933204527424,9.082128499276658
51.9246613014662,38.00101903181241,64.00104351211503,18.907298104303663,15.023389209826396,6.5725550226344325
49.916955014698445,37.03891179209796,65.17347196820883,17.935366183815447,18.8268760490824,9.057687191177584
65.06127029058459,35.812251265388895,67.97387942978416,21.02592278627714,16.026136140377986,7.030515476709443
52.12364678058302,39.973981821866,61.80125161137799,19.18043904643661,15.908254128614354,6.625648607607845
75.12934421763106,28.997586162848968,77.98427788467608,22.03744027744784,19.03601369405554,10.944505398570294
64.83110105528388,38.87056439139634,70.13626507432129,19.981059814344142,18.969532198252864,8.303551573603617
64.9040228312344,38.009245117737294,60.07050384857388,20.05860442521304,15.904741253230082,7.98690291069302
65.03228571815424,38.89195269435718,69.85496433886783,19.79181096987829,19.269168459272542,8.612570277179803
69.96533282951651,39.02075186922696,69.96249431772576,20.098916738767745,16.136427523118986,6.455937899270595
80.02238679810137,27.958615600973264,79.92240520877702,23.976865562336545,20.003528487011764,11.893622734310537
71.95999166379976,36.01463850310843,71.03756312404583,21.145664872897758,17.07288799292331,6.960739438553468
60.08691959168534,38.87693515418033,59.99451708887291,18.011015674907178,14.766775148491568,5.64722003326735
78.99217829888896,28.041963283969256,77.03331947822836,22.900105505806472,21.18163924232657,10.735438957479223
49.99112935697841,40.03343135279876,59.80121212409392,18.078410317014345,15.043464791418389,5.916313993593607
79.068785909819,26.86063311632141,76.82137232952408,23.0222813417334,20.01999402351136,10.48817502431258
79.0,28.0,77.0,23.0,21.0,10.5
74.98520785877128,27.964862805239022,79.00632059577917,21.190158211737597,18.898553102033816,9.307723614237286
70.07605079373597,39.1507268827436,69.98606591813522,20.078189006531705,16.066290421079568,6.483503298189973
80.0554376176429,26.01936450632556,80.08791708428713,23.851362295329206,19.79403977575103,11.837747699741644
60.03678693295496,38.01253697184499,65.02882615604749,19.954439908761685,16.164979917761087,8.540005118948882
70.0645015370017,23.962661903806037,70.09008268209097,21.876536346016778,18.024865150301025,11.015537237937371
57.91997509263466,36.83861610367445,61.18658302061011,21.15547175120864,18.009816267094497,7.477531009517925
79.81283791879302,27.89578122912664,79.91683026364987,24.05735204514193,20.021199050386457,12.009217427213898
57.96255782264276,37.05283862969308,66.0925075169192,22.009405953974085,18.032503390233988,8.19290027612974
70.03598687527152,24.078942489065025,69.94312706067136,22.05513550093106,17.835396913495845,10.93270820140786
64.9842334542369,37.10440700276092,67.072016974261,17.91141295166556,15.038978297753951,7.070386339802188
77.17954031097445,27.062692275039414,75.06908072607415,21.802397569591463,19.972997623484503,9.567291146832764
69.97869663323254,24.07543335660748,70.04191145467072,22.077191909660684,17.900521991338515,9.939654991010656
69.78465675675102,38.91954631039431,70.13204078116341,20.00587234907888,16.018508811627193,6.542726273404998
57.8355115687038,37.05454946556433,66.09750267613036,21.83005936949211,17.96627302921239,7.9117619346148285
76.93878130098841,27.801880829184466,77.99317660718494,23.155827017240323,20.182899955170715,9.061637731325868
65.08508609465807,39.02482470634227,70.12963996804278,20.108951423752163,18.811556248887577,8.65772319776333
52.03900198567318,38.07140612089143,64.09078421030804,19.208803381437235,14.9501914193635,6.469523304471137
80.00883794473356,27.922954032753086,79.82364761858835,23.9878499578473,19.998700640230712,11.889967734468776
75.0860650499393,29.12199637545068,77.05130811033665,23.063161924218385,18.97631544047293,10.000315464001773
64.9605051483708,39.04993995971272,70.00952700168494,19.97552554507979,18.92354494704008,8.5797092164145
51.92617339083269,39.88681224119063,62.00029513600014,19.10596452909483,16.03713006002954,6.547034737746014
54.99343383824382,37.89532813030155,61.22996702014053,20.27417126359749,17.91113129888504,7.211496332745866
54.95947068420582,38.02390056493714,65.25990381068418,18.903707976838906,16.932404837496023,6.970865249926914
75.01525159629959,25.861208008533996,75.01194212508197,22.041692331327383,18.9338250864453,12.158599460469992
70.14002491459043,36.0818055851968,72.15194897229195,24.88371922447971,17.892527276695002,7.7896328125212495
60.06681362882183,38.036733015062296,64.88089851798033,20.060625940541083,15.98934604432865,8.687976748531188
50.04612174685875,37.01938704531044,65.00151008357426,18.008556468188086,19.09342519548084,8.855696088652136
51.91599624340517,39.938870152697774,61.987193078540365,18.93056269810196,16.056364171005388,6.576353124954412
75.02097236274746,28.962355114456816,76.99765187429867,23.022484939307844,18.96062020151501,9.89677984574869
58.06291244556996,38.88224310250301,67.94880765797109,18.984120976401535,16.281968644187206,7.510108402626803
58.917969990687205,39.94508660904324,67.15672742654665,17.93496073226366,15.948978286529917,7.473525877313073
77.0285992994164,27.07268519149665,75.00477376291303,22.168273024146146,19.88383898838573,9.511429178998856
78.03299240339983,27.06709661425499,78.03589218827537,21.925209790215884,18.911242014612608,10.03644797588298
55.09450475040628,38.02204477024868,64.95579049906429,18.925536439711458,17.034194272797375,7.921641167636451
59.97911450555684,36.04615567723894,69.93903615022228,19.8836153899348,17.922978872777747,8.14313059324031
64.94805816607052,39.24214316663272,65.0778587393685,20.85956663787273,18.97787414535384,7.518582780280905
50.02904054686223,37.01080047312247,64.96390661312785,17.954725135202434,18.826221757587703,8.823248002399787
60.05723036416809,38.92079283423536,59.97271074585061,18.034647796733047,14.82353659117782,5.590797978748133
79.14375800631186,27.971029597651693,76.87291661487458,23.0905600258389,21.13475368202329,10.682138590730936
60.04202572802578,37.87810151018893,64.8870431330188,20.010940608073348,16.068095691159183,8.66314104254568
60.10250188657968,38.8698593367573,59.98275779913209,20.20053389719255,15.997729814607132,6.995206328515963
60.03896614613208,38.782691169931766,65.12499384766052,19.038397751332347,17.012816297842775,6.562216301479845
65.01884139427884,38.93307439724044,64.957079068194,19.093602140497836,16.008105182078637,6.141407120064606
79.90279179022542,28.00068988117038,80.11958118852016,24.048770504153023,20.106978683859055,12.063320906667176
76.84711022155851,27.95886429811256,75.9956024948352,21.71657859002316,19.14384941837405,9.893318060909731
75.92280692489673,26.101055126219496,75.02741179405918,24.134405853572897,18.932876022035,11.103306509292931
79.08447805144478,27.048208904409663,76.96771004723449,23.04820369934361,20.043346680564586,10.549148432552954
78.01018709814825,28.927367726337994,76.9211961717044,20.981729428960463,18.1314223129971,9.006236701920578
51.96569791041433,39.94412557394821,61.96061235905746,18.86704040320921,16.1832888457031,6.512107399541408
74.93083674049352,28.05229828255989,78.93084470308105,20.97870661787404,19.07766671283847,9.4899223560686
69.88725126036493,23.92944653575957,69.98582765096084,22.00036179751733,18.038319480504217,10.799226425584482
79.9549273146619,27.935445264154268,80.12758797442434,23.791896778045267,20.14538868505696,12.111999059098896
59.95996021336556,39.12795355971402,59.87835750271171,18.055389329427705,14.945480052152016,5.589731990001036
58.17399938246878,39.031131831675054,67.98541546294952,18.997139698445164,16.083093966133312,7.52558083213545
49.89252273815956,37.04280439158095,64.90495875550738,17.882214340472597,18.875135845300708,8.943598670370198
51.9659050929022,38.03450605647393,64.10013256433534,19.054433445388096,15.06205963628614,6.56575649203056
59.999041414196434,38.86800460592536,64.78412632744478,18.07152244457661,14.951615806932924,5.971702966837224
49.99251094751202,38.9748795434725,59.95680774742854,18.01178545542193,14.964091190211612,5.656995171841251
77.9350336648474,28.86255927960227,76.91519359749417,21.015813951903382,18.08809560095594,9.072118636829478
64.86705603412558,38.99480536418167,64.97109939882195,20.898838976059828,18.953792094816936,7.663798239273968
74.99673417452486,28.107191279390506,78.92133371209762,20.90511746130052,19.001853577586825,9.436113697208638
60.15522919282331,39.00366203409968,60.06408726321804,17.918325048505913,14.850226602616294,6.185422169274501
59.89100325358108,39.03294129166917,59.92082508916484,17.980330085773733,15.113527470187693,5.589250742740004
77.02620336356975,26.9533800567747,75.0730929946628,22.00989993137229,19.95339378071005,9.531656233451889
65.10953299396343,39.07924089582725,70.10370770828885,20.228233000563364,19.112454374809687,8.432988544359144
55.007951358814914,36.019306892154106,64.95606715160008,19.028608859346576,15.025045409916531,7.141443479154218
69.9706226322374,23.891375023069237,70.08858039531574,22.01960127573049,17.882403179586667,10.071732637561796
57.95580992276326,39.01195016958759,67.96170049947827,18.955410326666744,15.949882938237582,7.3768938551306045
78.91660773211782,26.861514924495975,77.00618540865307,22.87649880038813,19.978647779663863,10.413548543867169
57.93532263979897,37.02152123860933,61.038654116031694,20.952153686212316,18.271250248607824,7.45046966899017
69.79861941071194,38.98573192973152,69.83392241229285,19.94748772269386,16.0655146524792,6.478387295630284
59.978523655186684,39.00571752545825,59.93149258414768,17.901048340397473,15.09753157503344,5.506317720198272
77.07125109630294,28.90517337035696,76.00245956626519,21.96152860443306,18.96196269243793,9.549530562772835
77.02183435075308,27.00959471627611,75.13151999157384,21.95270519084764,19.879784361819222,9.605118685002424
79.93310882659499,27.954068366859424,79.94762268224522,24.00635661801558,19.97875927520931,12.158038170641262
59.84434489076038,39.10025358648679,60.04975708839999,18.050303809934576,15.148590422921169,5.470513692834097
54.92970875495328,37.7920801635838,64.89818247772457,19.04480746390006,16.907607548564407,8.109950328934923
57.963206726484906,38.97900616178653,68.01679844408721,18.978894417010743,15.929173524816642,7.53632641684827
77.0,28.0,78.0,23.0,20.0,9.0
76.02372919115871,25.970058822541795,75.06724821576377,23.909067114328423,18.968715594674293,11.036118150621649
52.1795402416704,40.10193928782205,62.05257186921133,18.89116769172626,16.046177948461594,6.657359430310527
73.02792100137138,29.022514457711114,72.85312319881614,22.91968917083033,19.935464286414746,10.071239325605472
50.08262243251499,37.03007671997321,59.924557082342886,17.975033309777196,15.060040339682711,5.956009242033144
76.9976370731473,29.16818867239869,76.0054699806814,22.072389846489436,19.12212949602977,9.558707089243512
49.89216028401843,37.02529194796978,60.00510925975385,18.1342337130664,15.066052002028131,5.985961469621681
71.96782039838762,28.9256203559266,72.86288152518503,20.996229072877554,19.053521842352453,10.087375542815805
58.92879972425623,40.11132711444112,66.97670106561397,17.911329227635637,15.757224753442223,7.536534804321624
70.05576076128409,23.89335794640858,69.93159289519829,22.1147256468807,18.226789291489563,9.90101988566262
79.17036231702352,27.32545073923349,77.036854779777,23.09497681546099,19.994731456155016,10.495315408728436
75.19216283812148,28.029005372045766,78.93546277201472,21.00064346760692,18.880001132794053,9.517381976785972
78.15738733546793,26.885631380528835,78.06364707950334,23.022102885290334,19.10097820807056,11.933360596433523
58.21362960445855,39.01640719252243,67.92904729246848,19.052844947143548,15.96072214617227,7.3648364885795985
74.98444305323521,27.985351704665543,78.72854066823864,20.9137683020734,19.090557184145723,9.449503839545514
75.10166152065607,28.08717502418539,78.9852025907576,20.9245503284277,18.903267190766755,9.5453302436442
70.018190027138,23.84178608990945,70.06563681248068,21.746758728283343,18.105370401768383,9.909258475562526
59.97586013569145,38.08401990547981,65.01850389135903,20.030540470220014,15.937610858363648,8.391032533290879
65.05485102272992,38.960856156934845,70.08460227814831,20.01679213938342,19.099751830127364,8.459629167648693
52.02963390058902,39.9378157509437,61.834862201937966,19.09160407040345,15.958175706442027,6.522419926386096
75.05181067888297,27.83981739844978,78.9188581277355,20.936712775369312,19.10920250046179,9.420931342080332
60.06920031633538,39.05406536728588,59.99425976862319,17.85985382761881,14.965101396066524,5.640999859218377
54.9085817138849,38.87889623889089,60.87284553113909,18.061337857259737,15.96488888444554,5.987141429902521
77.94086920675181,27.82202648972972,75.13641063621009,23.062766411953387,21.885397504520597,11.109615745870396
80.12095989396411,25.909155878221927,79.9785613921696,24.06274554924038,20.04129658686693,11.990487369308877
64.96247957413199,39.01432029050724,64.92849315355517,18.959897258691363,16.00764534486796,5.875409025272521
60.00971752317712,38.90262299676984,70.14743593057582,20.016377415224817,17.048516942782378,8.18152105508338
60.08662386840705,38.91970130010882,60.10830950039267,18.14966872205178,14.944764526991824,5.410269409541245
76.90369466266121,29.174135383722373,76.04461260912734,22.066691036210127,19.01778662680179,9.502949193529652
76.89806161396805,29.08254739408659,76.16345243659322,22.051794142987216,19.05753644559417,9.400271446181646
55.12558288258976,38.01518171124635,64.97127385184955,19.079245245673125,17.12914017770296,6.840941625134801
64.87368054162627,38.91594727639601,70.09680484657986,19.828407815910147,18.8746178161228,8.37899600519631
78.87596571528393,27.035289116797944,76.98205980457787,23.123848204216525,19.993202009191847,10.537519036081097
60.02506799738284,37.77293290754399,68.21720833774329,22.038238978268637,17.985355184419607,7.892822590120982
78.95425469261839,26.81820354949846,77.09562989523317,22.934353960573965,20.087805860228503,10.54196284263969
77.9392477778909,27.79339199007325,76.94432008958373,22.996699215795307,21.1071897683434,11.164711663696856
79.03889682723602,27.94668081660056,77.03884723683295,22.895472467316026,20.94159152715252,10.27844310824021
77.78976876160547,28.009482670438995,76.94861720740123,23.04028437915457,21.04687208505421,10.974560183172532
74.98812654782445,27.98856123420673,79.00114669715155,21.060342073898667,19.275164429327408,9.646142797869654
75.13091763303495,29.070477702250084,76.9526922418644,22.95438793586167,19.022518357304413,9.9167725058374
79.0485845683804,27.68740563912788,76.88433407009535,23.02862980210901,21.080868489178684,10.402180460526322
73.0347275583787,29.06699207145419,73.05625749584853,23.09045322542025,19.912890049322368,10.012437483703328
77.93472426000528,28.118701146452192,76.93558304125436,22.97920887671751,20.914270839189108,11.201729545252023
64.98896132512982,38.90868588790258,64.83785756278542,21.02938559301576,18.956495833429287,7.639261131926789
60.086222689032006,39.08411424811163,64.96550386301905,18.987812141035626,16.96557775000642,6.439554558342195
77.03177506856676,28.9715499316908,75.88312283698231,22.009841855354907,19.000886992907635,9.503536769468898
49.7556072554437,36.91758530336394,59.90548790467791,18.217210598914367,14.931889098630352,5.8503157144834015
75.97688391666215,27.988720674983536,77.13739407528433,22.09388010062737,19.983192462538632,9.058836419525456
58.08748795367355,37.00060959358776,66.03816699213054,21.99487148832647,18.042816136791046,7.808198098423941
52.176896280712725,39.86775724246509,61.81525903997543,18.926534543275395,15.917114511048371,6.604650257468883
70.0329032115996,36.16025093474575,72.07619764597818,25.120013073068453,17.98189013264334,7.874784492275729
60.1279196752804,39.06533548776447,59.93146870903303,18.25523484753205,14.934665300861647,5.370840261984331
64.9886752265314,38.07374325246644,59.9803555388506,20.009757098885007,15.87808140374176,7.942530419985485
59.87889298550687,38.01126803051009,64.88956170330094,20.154191767322025,16.00472569053446,8.552425066989302
59.96796398570039,36.90324598316341,63.05771168902671,19.88745002580905,17.916988173957026,6.960241235864905
75.00454935101767,27.984853529106523,78.9934401052659,21.05186496303481,19.167135325840032,9.422410520765574
64.97255020954117,38.913199013692655,64.82516569695956,20.90545675845675,19.054666856596405,7.453130414477883
77.01185590813834,27.125206270802867,75.07155357994422,22.04416135480865,20.03649956363298,9.362770204628784
71.8471928682166,28.92848058603372,73.11838665968038,21.24501971068953,18.962606100074566,9.910586301318112
57.8243730590913,36.96744200533665,60.96262689634571,21.105158619312043,18.006291850108425,7.316252372092725
59.952050266382926,38.90196929630503,60.05870895663063,18.053974494742832,14.894245086887564,5.401553099698487
78.1149894111196,29.039198938630587,77.17521494363949,21.1903113800825,18.094351723974157,8.984845231364043
79.01709387197832,26.960452021878996,76.86211049540486,23.07134677550121,19.982901870736026,10.564074285135064
76.92497669195217,26.84535475355517,75.01858814397295,21.73435252419677,20.10426674935801,9.469455093567522
59.97088020737262,39.04665154795234,60.0907046539943,18.000168042851435,14.904452296051565,5.607210684304927
79.18592167333354,26.96830883656884,76.91294115990301,23.136711186589185,19.98477984602265,10.423351034220524
64.91213479481141,39.03062682512709,70.01145263423298,19.996780920420303,18.93147661456804,8.480907023686648
70.0819374614462,28.250892197080983,70.04428889004191,22.03013756591404,19.09412130035019,10.007978130245837
70.0466768652249,36.04642177057476,72.12657072703209,24.88995534528673,17.952263888655626,7.939536607958322
59.92213290057213,38.107559124624906,64.94941500477789,19.824190282922427,16.062926580528416,8.423054600259437
51.91217660959856,39.93612241814148,62.0608603273135,18.99981568267872,16.049631328405006,6.358882127765045
77.0,28.0,76.0,23.0,20.0,11.0
51.9920469895162,40.015745558681495,62.06013636555283,18.830971127740074,15.895829757813395,6.453752909370476
60.08480340403913,37.854964110770425,64.87735548056239,19.991102492103128,15.88978919548502,8.4934813359012
60.13459975751521,37.978840228690096,64.98344237183046,20.087979807811266,15.94789110652339,8.410201584375823
50.06450143265187,37.00535555275491,65.17735338330574,17.824781393825333,19.0720523212172,9.04304336806925
77.01290247559314,29.05335209384636,76.08844144275984,22.008162425473817,19.119830819712373,9.53134984249283
65.05731726692721,38.02254754138394,59.923596753434296,20.02081957121484,16.05925730996799,7.873815743727431
78.84567040448223,27.10540328843731,76.99869836353668,23.102607006981653,19.8722274636664,10.528454466163364
76.94878664551636,25.03730424908163,74.84607501311696,22.06142847304561,18.817637452141376,11.118775327858256
77.95024663155931,27.02287547453556,77.99496809636138,23.030978281919197,18.83698579266698,11.88440639656932
75.81081966083495,27.98308095556885,76.98754956068339,21.973144134675387,20.019619694767417,8.920427616538335
77.09259089890594,27.82771081361386,75.9525028329429,21.951135378718806,19.02132348662684,10.007963062109637
69.96676978274219,39.02863761479629,70.08583574012226,19.91917339242999,16.044465328851015,6.4315474751474895
79.89280957040692,27.88673658033572,79.96676744264819,24.080619434905863,19.944974085661165,11.938060836454842
79.84728765784931,25.92792897428759,74.84828116546394,20.848282772541644,20.061382190095383,11.032381596793934
55.02739643246114,39.00081831961397,60.87517379981831,18.10191232328388,15.980008969497996,5.987731549139583
76.8962656890172,27.209975688432376,75.08729880870709,21.977784499483825,19.89719631056088,9.505291966699572
76.99569515322234,27.095596475072902,75.0845184492231,22.08500874008652,19.888022077077427,9.479040464197617
49.93445552178744,37.02969962273458,64.9970824283207,17.804883744064245,18.769348280419116,9.000923948217654
76.00005248208386,25.963231767094875,74.86770012992255,23.928114709015286,18.800398796121183,11.038036428197874
79.0667013677566,28.021090018169865,76.90880021295479,23.038711173214264,20.941060828966304,10.619255613512626
77.19225741871163,29.11876491846689,75.89077372944983,21.87255916435124,18.94001757318366,9.461694675052277
60.05849868225601,39.00274652372771,60.09342550205088,17.90145949365417,15.066926352886412,5.468389173399371
59.94995185952474,37.90748964369567,68.10610228530196,21.98744471123664,17.90183127891798,8.042525382701335
56.0,40.0,67.0,18.0,15.0,7.0
78.15830869679183,28.74797135281981,76.8492507203187,20.890620507965878,18.11855899424033,9.039373927873893
60.00018194069782,38.06855057716562,65.04912103676624,19.897484763331743,16.078322005358274,8.414709856428637
64.93342154036864,36.001639239527385,67.96862625035492,20.965741869304967,16.050098748245183,7.067447735542124
61.89766755013708,37.18509721459332,67.96150619460109,22.143652061148124,18.017315183925,9.044774712826914
79.04418548533457,27.160432357880715,77.03272511552186,23.02054134992058,19.92658411286914,10.70989568577273
59.812360841721,38.91104553445191,65.17460364380308,19.238079126895585,16.953445591299573,6.61124530700519
79.11600958244101,28.055124731559804,76.87778791262527,23.02480207509185,20.986176895000405,10.417437555349151
59.931513482039776,38.06602020118048,67.8398923408665,21.98938019872905,17.935496250914028,8.105847115542332
